ID;INVOICENO;DATE_;CUSTOMERID;NAMESURNAME;CUSTOMERGENDER;CUSTOMERBIRTHDATE;ITEMCODE;ITEMNAME;UNITPRICE;BRAND;CATEGORY1;CATEGORY2;CATEGORY3;AMOUNT;PRICE;TOTALPRICE;REGION;CITY;TOWN;DISTRICT;ADDRESSTEXT;BARCODEDATE;INVOICEDATE
586;09052022-000134;2022-05-09 08:53:26.040;716;"Melike Kubat ";K;1994-12-08;000047;REÇEL KAYISI 380GR;33,2;MARKA-200;SÜT KAHVALTILIK;KAHVALTILIK;REÇEL;4;22,31;89,24;Marmara;İstanbul;BÜYÜKÇEKMECE;KUMBURGAZ MERKEZ MAH.;KUMBURGAZ MERKEZ MAH.İSİMSİZ_313 SOKAK NO:286 96345 BÜYÜKÇEKMECE/İSTANBUL;2022-05-09 08:54:57.883;2022-05-09 08:55:17.977
587;28082022-000135;2022-08-28 08:46:04.020;1127;"Muhammed Yusuf Ekim ";E;1996-03-14;000202;MEZZANELLİ 500 GR.;11,6;MARKA-159;GIDA;BAKLİYAT-MAKARNA;"MAKARNA ";3;9,7;29,1;İç Anadolu;Yozgat;SARIKAYA;KARŞIYAKA MAH.;KARŞIYAKA MAH.326 N0LU SOKAK NO:772 114704 SARIKAYA/YOZGAT;2022-08-28 08:46:11.763;2022-08-28 08:46:51.500
588;28082022-000135;2022-08-28 08:46:04.020;1127;"Muhammed Yusuf Ekim ";E;1996-03-14;001208;ARAYÜZ FIRÇASI;55,6;MARKA-51;KOZMETİK;AĞIZ BAKIM;AĞIZ BAKIM;4;68,76;275,04;İç Anadolu;Yozgat;SARIKAYA;KARŞIYAKA MAH.;KARŞIYAKA MAH.326 N0LU SOKAK NO:772 114704 SARIKAYA/YOZGAT;2022-08-28 08:46:19.717;2022-08-28 08:46:51.500
589;28082022-000135;2022-08-28 08:46:04.020;1127;"Muhammed Yusuf Ekim ";E;1996-03-14;000301;MATİK 1.5 KG GÜL;40;MARKA-164;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;TOZ DETERJAN;4;39,53;158,12;İç Anadolu;Yozgat;SARIKAYA;KARŞIYAKA MAH.;KARŞIYAKA MAH.326 N0LU SOKAK NO:772 114704 SARIKAYA/YOZGAT;2022-08-28 08:46:29.663;2022-08-28 08:46:51.500
590;08112022-000136;2022-11-08 08:47:44.063;4680;"Fevzi Aras ";E;1994-05-10;000758;PİLİÇ YAPRAK DÖNER  200 GR;43,6;MARKA-23;ET TAVUK;KÜMES HAYVANLARI;PİLİÇ;2;55,6;111,2;İç Anadolu;Ankara;ÇAMLIDERE;BEYLER MAH.;BEYLER MAH.HALİL OKUR CADDESİ SOKAK NO:403 81490 ÇAMLIDERE/ANKARA;2022-11-08 08:47:56.223;2022-11-08 08:48:42.640
591;08112022-000136;2022-11-08 08:47:44.063;4680;"Fevzi Aras ";E;1994-05-10;001218;TOZ İÇECEK 170 GR VİŞNE;20;MARKA-99;İÇECEK;GAZSIZ İÇECEK;TOZ İÇECEK;1;20,69;20,69;İç Anadolu;Ankara;ÇAMLIDERE;BEYLER MAH.;BEYLER MAH.HALİL OKUR CADDESİ SOKAK NO:403 81490 ÇAMLIDERE/ANKARA;2022-11-08 08:48:01.110;2022-11-08 08:48:42.640
592;08112022-000136;2022-11-08 08:47:44.063;4680;"Fevzi Aras ";E;1994-05-10;000160;TON 80GR;22;MARKA-60;GIDA;HAZIR YEMEKLER;TON BALIĞI;4;28,32;113,28;İç Anadolu;Ankara;ÇAMLIDERE;BEYLER MAH.;BEYLER MAH.HALİL OKUR CADDESİ SOKAK NO:403 81490 ÇAMLIDERE/ANKARA;2022-11-08 08:48:15.543;2022-11-08 08:48:42.640
593;08112022-000136;2022-11-08 08:47:44.063;4680;"Fevzi Aras ";E;1994-05-10;000117;SÜT 500ML KUTU;12,8;MARKA-108;SÜT KAHVALTILIK;SÜT;PASTÖRİZE SÜT;2;15,07;30,14;İç Anadolu;Ankara;ÇAMLIDERE;BEYLER MAH.;BEYLER MAH.HALİL OKUR CADDESİ SOKAK NO:403 81490 ÇAMLIDERE/ANKARA;2022-11-08 08:48:24.560;2022-11-08 08:48:42.640
594;08112022-000136;2022-11-08 08:47:44.063;4680;"Fevzi Aras ";E;1994-05-10;001136;PASPAS YEDEK;76;MARKA-215;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;TEMİZLİK SETİ;1;66,99;66,99;İç Anadolu;Ankara;ÇAMLIDERE;BEYLER MAH.;BEYLER MAH.HALİL OKUR CADDESİ SOKAK NO:403 81490 ÇAMLIDERE/ANKARA;2022-11-08 08:48:28.067;2022-11-08 08:48:42.640
595;26012022-000137;2022-01-26 08:45:09.067;7162;Caner Demirkan;E;1981-01-04;000089;FISTIKLI MACAR SALAM;303,6;MARKA-143;ET TAVUK;ET ŞARKÜTERİ;SALAM;1;312,8;312,8;Doğu Anadolu;Erzincan;ÜZÜMLÜ;KARAKAYA-ÇERMİK MAH.;KARAKAYA-ÇERMİK MAH.11. SOKAK NO:137 90969 ÜZÜMLÜ/ERZİNCAN;2022-01-26 08:45:23.303;2022-01-26 08:46:04.770
596;26012022-000137;2022-01-26 08:45:09.067;7162;Caner Demirkan;E;1981-01-04;000641;POWER 2 İN 1 SÜNGER BEZ;39,6;MARKA-215;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;TEMİZLİK AMAÇLI BEZLER;2;48,57;97,14;Doğu Anadolu;Erzincan;ÜZÜMLÜ;KARAKAYA-ÇERMİK MAH.;KARAKAYA-ÇERMİK MAH.11. SOKAK NO:137 90969 ÜZÜMLÜ/ERZİNCAN;2022-01-26 08:45:33.817;2022-01-26 08:46:04.770
597;26012022-000137;2022-01-26 08:45:09.067;7162;Caner Demirkan;E;1981-01-04;000710;ÇİĞ KÖFTE BAHARATI 70GR;22,8;MARKA-18;GIDA;TUZ BAHARAT;BAHARAT;4;21,22;84,88;Doğu Anadolu;Erzincan;ÜZÜMLÜ;KARAKAYA-ÇERMİK MAH.;KARAKAYA-ÇERMİK MAH.11. SOKAK NO:137 90969 ÜZÜMLÜ/ERZİNCAN;2022-01-26 08:45:35.687;2022-01-26 08:46:04.770
598;26012022-000137;2022-01-26 08:45:09.067;7162;Caner Demirkan;E;1981-01-04;001309;PARLATICI TOZ 50 GR FLORÜRLÜ;12;MARKA-89;KOZMETİK;AĞIZ BAKIM;AĞIZ BAKIM;1;10,92;10,92;Doğu Anadolu;Erzincan;ÜZÜMLÜ;KARAKAYA-ÇERMİK MAH.;KARAKAYA-ÇERMİK MAH.11. SOKAK NO:137 90969 ÜZÜMLÜ/ERZİNCAN;2022-01-26 08:45:43.697;2022-01-26 08:46:04.770
599;04092022-000138;2022-09-04 08:48:57.087;1802;İzzet Özdağlar;E;1987-06-20;000751;BASAMEL SOS 75GR;18;MARKA-125;GIDA;TUZ BAHARAT;HARÇ;3;14,78;44,34;Güneydoğu Anadolu;Batman;BATMAN MERKEZ;SİTE MAH.;SİTE MAH.KARDELEN CADDESİ SOKAK NO:323 116364 BATMAN MERKEZ/BATMAN;2022-09-04 08:49:13.970;2022-09-04 08:50:00.657
600;04092022-000138;2022-09-04 08:48:57.087;1802;İzzet Özdağlar;E;1987-06-20;000565;BALSAM 75 ML;52;MARKA-96;KOZMETİK;TRAŞ MALZEMELERİ;TRAŞ SONRASI ÜRÜNLER;3;59,49;178,47;Güneydoğu Anadolu;Batman;BATMAN MERKEZ;SİTE MAH.;SİTE MAH.KARDELEN CADDESİ SOKAK NO:323 116364 BATMAN MERKEZ/BATMAN;2022-09-04 08:49:23.097;2022-09-04 08:50:00.657
601;04092022-000138;2022-09-04 08:48:57.087;1802;İzzet Özdağlar;E;1987-06-20;000135;M.SUYU 1000 ML KAYISI;14;MARKA-210;İÇECEK;GAZSIZ İÇECEK;MEYVE SUYU;4;16,55;66,2;Güneydoğu Anadolu;Batman;BATMAN MERKEZ;SİTE MAH.;SİTE MAH.KARDELEN CADDESİ SOKAK NO:323 116364 BATMAN MERKEZ/BATMAN;2022-09-04 08:49:27.423;2022-09-04 08:50:00.657
602;04092022-000138;2022-09-04 08:48:57.087;1802;İzzet Özdağlar;E;1987-06-20;001291;5 MEYVELİ 250 GR;73,2;MARKA-11;BEBEK;HAZIR YEMEK MAMA;BİBERON MAMALARI;3;74,07;222,21;Güneydoğu Anadolu;Batman;BATMAN MERKEZ;SİTE MAH.;SİTE MAH.KARDELEN CADDESİ SOKAK NO:323 116364 BATMAN MERKEZ/BATMAN;2022-09-04 08:49:37.767;2022-09-04 08:50:00.657
603;04092022-000138;2022-09-04 08:48:57.087;1802;İzzet Özdağlar;E;1987-06-20;000103;SÜNGER ASKISI;20;MARKA-12;EV;MUTFAK EŞYA GEREÇLERİ;PLASTİK EV GEREÇLERİ;1;19,23;19,23;Güneydoğu Anadolu;Batman;BATMAN MERKEZ;SİTE MAH.;SİTE MAH.KARDELEN CADDESİ SOKAK NO:323 116364 BATMAN MERKEZ/BATMAN;2022-09-04 08:49:40.697;2022-09-04 08:50:00.657
604;04092022-000138;2022-09-04 08:48:57.087;1802;İzzet Özdağlar;E;1987-06-20;000629;150 ML DEO FOR MEN URBAN SPİRİT;55,6;MARKA-04;KOZMETİK;PARFÜM DEODORANT;DEODORANT;2;59,18;118,36;Güneydoğu Anadolu;Batman;BATMAN MERKEZ;SİTE MAH.;SİTE MAH.KARDELEN CADDESİ SOKAK NO:323 116364 BATMAN MERKEZ/BATMAN;2022-09-04 08:49:49.460;2022-09-04 08:50:00.657
605;08122022-000139;2022-12-08 08:44:34.107;3200;"Durmuş Subaşı ";E;1978-12-02;000514;AĞIZ BAKIM SUYU 500 ML;88;MARKA-186;KOZMETİK;AĞIZ BAKIM;AĞIZ SULARI;1;93,02;93,02;Ege;Afyonkarahisar;İSCEHİSAR;ESKİ HAMAM MAH.;ESKİ HAMAM MAH.ANKARA-AFYON KARAYOLU CADDESİ SOKAK NO:890 79711 İSCEHİSAR/AFYONKARAHİSAR;2022-12-08 08:44:45.917;2022-12-08 08:44:58.673
606;08122022-000139;2022-12-08 08:44:34.107;3200;"Durmuş Subaşı ";E;1978-12-02;001346;AKNE JELİ 15ML;130;MARKA-39;KOZMETİK;YÜZ BAKIMI;YÜZ TEMİZLEME ÜRÜNLERİ;1;162,77;162,77;Ege;Afyonkarahisar;İSCEHİSAR;ESKİ HAMAM MAH.;ESKİ HAMAM MAH.ANKARA-AFYON KARAYOLU CADDESİ SOKAK NO:890 79711 İSCEHİSAR/AFYONKARAHİSAR;2022-12-08 08:44:51.737;2022-12-08 08:44:58.673
607;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;000338;PLASTİK ÇATAL 10 ADET;4;MARKA-03;EV;MUTFAK EŞYA GEREÇLERİ;MUTFAK SARF MALZEMESİ;3;4,64;13,92;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:01.363;2022-03-23 08:53:00.007
608;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;000374;LEYLAK KOKUSU 1000L;48;MARKA-204;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;SIVI JEL DETERJAN;1;47,03;47,03;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:07.617;2022-03-23 08:53:00.007
609;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;001245;KİTEL;15,2;MARKA-19;GIDA;BAKLİYAT-MAKARNA;AÇIK BAKLİYAT;4;12,18;48,72;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:11.103;2022-03-23 08:53:00.007
610;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;001001;KAPSÜL COLOR 12 Lİ;46;MARKA-164;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR KATKILARI;3;45,87;137,61;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:25.997;2022-03-23 08:53:00.007
611;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;001046;TIRNAK MAKASI BEBEK CZZ-5;34;MARKA-146;KOZMETİK;MAKYAJ MALZEMELERİ;MANİKUR PEDİKÜR ÜRÜNLERİ;1;30,13;30,13;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:32.280;2022-03-23 08:53:00.007
612;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;000305;HİNDİ SALAM KG;198;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;SALAM;4;252,81;1011,24;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:39.787;2022-03-23 08:53:00.007
613;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;000120;AYRAN 1 LT;20,8;MARKA-108;İÇECEK;GÜNLÜK İÇECEK;"AYRAN ";3;16,77;50,31;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:50.613;2022-03-23 08:53:00.007
614;23032022-000140;2022-03-23 08:51:51.130;4838;"Aysun Öksüz ";K;1968-03-15;000380;BEBEK ŞAMPUANI KREMLİ 200 ML;36;MARKA-57;BEBEK;BEBEK BAKIM;ŞAMPUANLAR;3;33,44;100,32;İç Anadolu;Karaman;KARAMAN MERKEZ;ALACASULUK MAH.;ALACASULUK MAH.512. SOKAK NO:856 115813 KARAMAN MERKEZ/KARAMAN;2022-03-23 08:52:53.083;2022-03-23 08:53:00.007
615;14072022-000141;2022-07-14 08:49:57.150;3123;Sinem Akel;K;1954-01-02;000488;PUDİNG ANTEP FISTIKLI 89 GR;10;MARKA-44;GIDA;UNLU MAMÜLLER;TOZ TATLILAR;1;13,02;13,02;Marmara;Bursa;OSMANGAZİ;HÜDAVENDİGAR MAH.;HÜDAVENDİGAR MAH.6.ÇALIŞKAN SOKAK NO:453 86020 OSMANGAZİ/BURSA;2022-07-14 08:50:01.707;2022-07-14 08:50:48.677
616;14072022-000141;2022-07-14 08:49:57.150;3123;Sinem Akel;K;1954-01-02;001250;KUZU BÜT;228;MARKA-120;ET TAVUK;KIRMIZI ET;KUZU;3;202,84;608,52;Marmara;Bursa;OSMANGAZİ;HÜDAVENDİGAR MAH.;HÜDAVENDİGAR MAH.6.ÇALIŞKAN SOKAK NO:453 86020 OSMANGAZİ/BURSA;2022-07-14 08:50:05.483;2022-07-14 08:50:48.677
617;14072022-000141;2022-07-14 08:49:57.150;3123;Sinem Akel;K;1954-01-02;000622;BULAŞIK MAKİNESİ PARLATICI 730 ML;60;MARKA-169;DETERJAN TEMİZLİK;BULAŞIK YIKAMA;MAKİNE;4;59,56;238,24;Marmara;Bursa;OSMANGAZİ;HÜDAVENDİGAR MAH.;HÜDAVENDİGAR MAH.6.ÇALIŞKAN SOKAK NO:453 86020 OSMANGAZİ/BURSA;2022-07-14 08:50:09.550;2022-07-14 08:50:48.677
618;14072022-000141;2022-07-14 08:49:57.150;3123;Sinem Akel;K;1954-01-02;001322;FINDIK YAĞI 3 LT TNK;263,6;MARKA-56;GIDA;SIVI YAĞLAR;FINDIK;4;313,77;1255,08;Marmara;Bursa;OSMANGAZİ;HÜDAVENDİGAR MAH.;HÜDAVENDİGAR MAH.6.ÇALIŞKAN SOKAK NO:453 86020 OSMANGAZİ/BURSA;2022-07-14 08:50:23.797;2022-07-14 08:50:48.677
619;14072022-000141;2022-07-14 08:49:57.150;3123;Sinem Akel;K;1954-01-02;000313;KAYSERİ MANTI 350 GR;58;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;KAVURMA;1;103,6;103,6;Marmara;Bursa;OSMANGAZİ;HÜDAVENDİGAR MAH.;HÜDAVENDİGAR MAH.6.ÇALIŞKAN SOKAK NO:453 86020 OSMANGAZİ/BURSA;2022-07-14 08:50:31.850;2022-07-14 08:50:48.677
620;09052022-000142;2022-05-09 08:48:34.173;6783;Cennet Sayar;K;1962-06-14;000169;RİVİERA Z.YAĞ 2 LT.PET ŞİŞE;207,2;MARKA-126;GIDA;SIVI YAĞLAR;ZEYTİNYAĞI;3;207,28;621,84;Ege;İzmir;GAZİEMİR;ATATÜRK MAH.;ATATÜRK MAH.1048/1 SOKAK NO:441 96584 GAZİEMİR/İZMİR;2022-05-09 08:48:46.630;2022-05-09 08:49:16.117
621;09052022-000142;2022-05-09 08:48:34.173;6783;Cennet Sayar;K;1962-06-14;001277;BEBEK LOSYONU 110 ML;118;MARKA-57;BEBEK;BEBEK BAKIM;LOSYON VE SÜTLER;2;112,73;225,46;Ege;İzmir;GAZİEMİR;ATATÜRK MAH.;ATATÜRK MAH.1048/1 SOKAK NO:441 96584 GAZİEMİR/İZMİR;2022-05-09 08:48:54.733;2022-05-09 08:49:16.117
622;09052022-000142;2022-05-09 08:48:34.173;6783;Cennet Sayar;K;1962-06-14;000305;HİNDİ SALAM KG;198;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;SALAM;1;190,62;190,62;Ege;İzmir;GAZİEMİR;ATATÜRK MAH.;ATATÜRK MAH.1048/1 SOKAK NO:441 96584 GAZİEMİR/İZMİR;2022-05-09 08:49:00.460;2022-05-09 08:49:16.117
623;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;001092;STREÇ 33 METRE;28;MARKA-210;EV;MUTFAK EŞYA GEREÇLERİ;ÜRÜN SAKLAMA;3;28,52;85,56;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:52:39.193;2022-11-26 08:53:47.857
624;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;000239;TUZLU KURU PASTA;22;MARKA-211;GIDA;UNLU MAMÜLLER;KURABİYE GALETE GRİSİNİ;1;18,78;18,78;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:52:41.377;2022-11-26 08:53:47.857
625;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;000907;26 CM TAVA;303,6;MARKA-144;EV;MUTFAK EŞYA GEREÇLERİ;METAL EL ALETLERİ;1;398,04;398,04;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:52:55.813;2022-11-26 08:53:47.857
626;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;000210;700 ML ŞAMPUAN;47,6;MARKA-210;KOZMETİK;SAÇ BAKIM;ŞAMPUANLAR;4;55,53;222,12;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:53:08.250;2022-11-26 08:53:47.857
627;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;000269;KAHVE 20 Lİ FİNCAN HEDİYELİ;71,6;MARKA-147;İÇECEK;ÇAY KAHVE;KAHVE;4;59,4;237,6;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:53:19.763;2022-11-26 08:53:47.857
628;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;000721;ÇAMAŞIR SUYU 1.1 KG LAVANTA;22,8;MARKA-05;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR SULARI;1;25,53;25,53;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:53:28.890;2022-11-26 08:53:47.857
629;26112022-000143;2022-11-26 08:52:27.197;1761;"Ceylan Örs ";K;1970-10-02;000237;MEMBA ŞU 5 LT;14;MARKA-80;İÇECEK;SU MADENSUYU;SU;3;22,89;68,67;Ege;Aydın;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 5 SOKAK NO:43 83543 YENİPAZAR/AYDIN/AYDIN;2022-11-26 08:53:30.097;2022-11-26 08:53:47.857
630;21062022-000144;2022-06-21 08:45:06.233;4043;Gülşen Kantarcı;K;1978-06-01;000235;PUDİNG KAKAOLU 154 G;10;MARKA-70;GIDA;UNLU MAMÜLLER;TOZ TATLILAR;3;8,08;24,24;Akdeniz;Antalya;MURATPAŞA;CUMHURİYET MAH.;CUMHURİYET MAH.GAZİ BULVARI SOKAK NO:786 118631 MURATPAŞA/ANTALYA;2022-06-21 08:45:14.657;2022-06-21 08:45:57.560
631;21062022-000144;2022-06-21 08:45:06.233;4043;Gülşen Kantarcı;K;1978-06-01;000803;KREM PEYNİR SADE  6 Lİ 108 GR;23,6;MARKA-133;SÜT KAHVALTILIK;PEYNİR;ÖZEL-KREM PEYNİR;2;29,97;59,94;Akdeniz;Antalya;MURATPAŞA;CUMHURİYET MAH.;CUMHURİYET MAH.GAZİ BULVARI SOKAK NO:786 118631 MURATPAŞA/ANTALYA;2022-06-21 08:45:28.500;2022-06-21 08:45:57.560
632;21062022-000144;2022-06-21 08:45:06.233;4043;Gülşen Kantarcı;K;1978-06-01;000237;MEMBA ŞU 5 LT;14;MARKA-80;İÇECEK;SU MADENSUYU;SU;2;17,24;34,48;Akdeniz;Antalya;MURATPAŞA;CUMHURİYET MAH.;CUMHURİYET MAH.GAZİ BULVARI SOKAK NO:786 118631 MURATPAŞA/ANTALYA;2022-06-21 08:45:33.453;2022-06-21 08:45:57.560
633;21062022-000144;2022-06-21 08:45:06.233;4043;Gülşen Kantarcı;K;1978-06-01;000520;SABUN 100 GR.COCONAT;19,2;MARKA-69;KOZMETİK;DUŞ BANYO;KATI SABUNLAR;2;22,08;44,16;Akdeniz;Antalya;MURATPAŞA;CUMHURİYET MAH.;CUMHURİYET MAH.GAZİ BULVARI SOKAK NO:786 118631 MURATPAŞA/ANTALYA;2022-06-21 08:45:35.957;2022-06-21 08:45:57.560
634;07082022-000145;2022-08-07 08:48:30.283;1343;İlker Kutlu;E;1957-08-08;001344;BABY NEMLENDİRİCİ JEL 100 ML;42;MARKA-25;KOZMETİK;MAKYAJ MALZEMELERİ;ASETON;3;45,2;135,6;Marmara;İstanbul;SİLİVRİ;ORTAKÖY MERKEZ MAH.;ORTAKÖY MERKEZ MAH.PALA SOKAK NO:696 96403 SİLİVRİ/İSTANBUL;2022-08-07 08:48:48.137;2022-08-07 08:49:28.173
635;07082022-000145;2022-08-07 08:48:30.283;1343;İlker Kutlu;E;1957-08-08;000388;MULTİ PERFECT JEL HİJYEN 1LT;143,2;MARKA-169;DETERJAN TEMİZLİK;BULAŞIK YIKAMA;MAKİNE;2;184,82;369,64;Marmara;İstanbul;SİLİVRİ;ORTAKÖY MERKEZ MAH.;ORTAKÖY MERKEZ MAH.PALA SOKAK NO:696 96403 SİLİVRİ/İSTANBUL;2022-08-07 08:48:53.017;2022-08-07 08:49:28.173
636;07082022-000145;2022-08-07 08:48:30.283;1343;İlker Kutlu;E;1957-08-08;000749;MISIRÖZÜ YAĞI 5 LT;183,12;MARKA-185;GIDA;SIVI YAĞLAR;MISIRÖZÜ;4;219,6;878,4;Marmara;İstanbul;SİLİVRİ;ORTAKÖY MERKEZ MAH.;ORTAKÖY MERKEZ MAH.PALA SOKAK NO:696 96403 SİLİVRİ/İSTANBUL;2022-08-07 08:48:54.270;2022-08-07 08:49:28.173
637;07082022-000145;2022-08-07 08:48:30.283;1343;İlker Kutlu;E;1957-08-08;000508;DONDURMA DİSC ANTEP FISTIK-ÇİKOLATA;20;MARKA-09;SÜT KAHVALTILIK;SÜTLÜ TATLILAR DONDURMA;DONDURMALAR;2;22,26;44,52;Marmara;İstanbul;SİLİVRİ;ORTAKÖY MERKEZ MAH.;ORTAKÖY MERKEZ MAH.PALA SOKAK NO:696 96403 SİLİVRİ/İSTANBUL;2022-08-07 08:49:02.177;2022-08-07 08:49:28.173
638;07082022-000145;2022-08-07 08:48:30.283;1343;İlker Kutlu;E;1957-08-08;000470;PUDİNG ÇİKOLATALI FINDIKLI 109 GR;10;MARKA-44;GIDA;UNLU MAMÜLLER;TOZ TATLILAR;2;12,48;24,96;Marmara;İstanbul;SİLİVRİ;ORTAKÖY MERKEZ MAH.;ORTAKÖY MERKEZ MAH.PALA SOKAK NO:696 96403 SİLİVRİ/İSTANBUL;2022-08-07 08:49:04.757;2022-08-07 08:49:28.173
639;07082022-000145;2022-08-07 08:48:30.283;1343;İlker Kutlu;E;1957-08-08;000417;DİŞ MACUNU BEYAZ GÜÇ ELMALI 50 ML;10;MARKA-186;KOZMETİK;AĞIZ BAKIM;DİŞ MACUNU;2;12,28;24,56;Marmara;İstanbul;SİLİVRİ;ORTAKÖY MERKEZ MAH.;ORTAKÖY MERKEZ MAH.PALA SOKAK NO:696 96403 SİLİVRİ/İSTANBUL;2022-08-07 08:49:09.003;2022-08-07 08:49:28.173
640;15092022-000146;2022-09-15 08:52:31.320;4241;Sedat Akman;E;1983-11-22;001198;PASPAS CLASSIC 3 AL 2 ÖDE;122,8;MARKA-215;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;TEMİZLİK SETİ;2;139,4;278,8;Doğu Anadolu;Erzurum;KARAÇOBAN;KOPAL-AKARSU MAH.;KOPAL-AKARSU MAH.SAĞLIK CADDESİ SOKAK NO:767 91338 KARAÇOBAN/ERZURUM;2022-09-15 08:52:51.230;2022-09-15 08:54:04.080
641;15092022-000146;2022-09-15 08:52:31.320;4241;Sedat Akman;E;1983-11-22;000779;SIVI KRİSTAL BEYAZ 2LT;131,92;MARKA-130;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR RENK KORUYUCU;4;104,36;417,44;Doğu Anadolu;Erzurum;KARAÇOBAN;KOPAL-AKARSU MAH.;KOPAL-AKARSU MAH.SAĞLIK CADDESİ SOKAK NO:767 91338 KARAÇOBAN/ERZURUM;2022-09-15 08:53:03.173;2022-09-15 08:54:04.080
